teatro,mes,preco_inteira,dia_da_semana,is_fim_de_semana,antecedencia_compra_dias,tipo_cod,categoria_cod,probabilidade_noshow,alto_risco
Teatro Luiz Mendonça,12,57.67,1.0,0.0,30.0,1.0,2.0,20.21,1
Teatro Luiz Mendonça,12,71.45,4.0,0.0,4.0,0.0,2.0,8.9,0
Teatro Luiz Mendonça,12,56.29,2.0,0.0,9.0,1.0,2.0,18.65,0
Teatro Luiz Mendonça,12,53.47,4.0,0.0,16.0,1.0,2.0,17.47,0
Teatro Luiz Mendonça,12,65.79,2.0,0.0,27.0,1.0,2.0,12.03,0
Teatro Luiz Mendonça,12,42.97,4.0,0.0,5.0,0.0,2.0,17.61,0
Teatro Luiz Mendonça,12,72.11,1.0,0.0,10.0,1.0,2.0,11.2,0
Teatro Luiz Mendonça,12,69.64,1.0,0.0,21.0,1.0,2.0,14.92,0
Teatro Luiz Mendonça,12,61.75,3.0,0.0,55.0,1.0,2.0,18.03,0
Teatro Luiz Mendonça,12,89.46,7.0,1.0,27.0,0.0,2.0,9.95,0
Teatro Luiz Mendonça,12,57.99,2.0,0.0,48.0,1.0,2.0,16.76,0
Teatro Luiz Mendonça,12,84.98,1.0,0.0,4.0,0.0,2.0,3.23,0
Teatro Luiz Mendonça,12,72.82,5.0,0.0,16.0,2.0,2.0,21.31,1
Teatro Luiz Mendonça,12,50.3,3.0,0.0,16.0,1.0,2.0,15.61,0
Teatro Luiz Mendonça,12,79.48,5.0,0.0,8.0,0.0,2.0,9.0,0
Teatro Luiz Mendonça,12,59.85,6.0,1.0,57.0,1.0,2.0,14.77,0
Teatro Luiz Mendonça,12,58.58,4.0,0.0,51.0,0.0,2.0,8.39,0
Teatro Luiz Mendonça,12,61.46,3.0,0.0,8.0,2.0,2.0,17.39,0
Teatro Luiz Mendonça,12,60.23,7.0,1.0,14.0,0.0,2.0,20.66,1
Teatro Luiz Mendonça,12,78.26,3.0,0.0,45.0,1.0,2.0,18.1,0
Teatro Luiz Mendonça,12,57.32,7.0,1.0,23.0,0.0,2.0,2.0,0
Teatro Luiz Mendonça,12,61.19,3.0,0.0,5.0,2.0,2.0,25.26,1
Teatro Luiz Mendonça,12,62.7,4.0,0.0,30.0,2.0,2.0,18.47,0
Teatro Luiz Mendonça,12,60.44,5.0,0.0,53.0,1.0,2.0,14.32,0
Teatro Luiz Mendonça,12,57.51,1.0,0.0,39.0,2.0,2.0,20.88,1
Teatro Luiz Mendonça,12,48.69,4.0,0.0,23.0,1.0,2.0,14.03,0
Teatro Luiz Mendonça,12,77.13,3.0,0.0,18.0,2.0,2.0,13.34,0
Teatro Luiz Mendonça,12,74.04,7.0,1.0,26.0,2.0,2.0,17.68,0
Teatro Luiz Mendonça,12,65.24,3.0,0.0,12.0,1.0,2.0,14.64,0
Teatro Luiz Mendonça,12,73.65,1.0,0.0,28.0,2.0,2.0,17.37,0
Teatro Luiz Mendonça,12,51.83,1.0,0.0,0.0,0.0,2.0,18.75,0
Teatro Luiz Mendonça,12,80.51,4.0,0.0,7.0,0.0,2.0,12.3,0
Teatro Luiz Mendonça,12,62.32,7.0,1.0,9.0,0.0,2.0,3.83,0
Teatro Luiz Mendonça,12,65.12,4.0,0.0,42.0,2.0,2.0,19.17,0
Teatro Luiz Mendonça,12,58.52,1.0,0.0,28.0,2.0,2.0,18.74,0
Teatro Luiz Mendonça,12,68.73,1.0,0.0,39.0,1.0,2.0,16.49,0
Teatro Luiz Mendonça,12,72.44,5.0,0.0,55.0,1.0,2.0,21.53,1
Teatro Luiz Mendonça,12,53.45,6.0,1.0,0.0,2.0,2.0,13.18,0
Teatro Luiz Mendonça,12,56.42,2.0,0.0,40.0,2.0,2.0,12.06,0
Teatro Luiz Mendonça,12,52.49,6.0,1.0,9.0,2.0,2.0,10.42,0
Teatro Luiz Mendonça,12,62.62,7.0,1.0,44.0,1.0,2.0,5.87,0
Teatro Luiz Mendonça,12,61.54,7.0,1.0,35.0,0.0,2.0,12.43,0
Teatro Luiz Mendonça,12,70.5,1.0,0.0,28.0,2.0,2.0,23.42,1
Teatro Luiz Mendonça,12,51.28,7.0,1.0,27.0,0.0,2.0,24.91,1
Teatro Luiz Mendonça,12,63.78,3.0,0.0,51.0,0.0,2.0,15.06,0
Teatro Luiz Mendonça,12,47.16,1.0,0.0,4.0,0.0,2.0,19.6,0
Teatro Luiz Mendonça,12,65.3,2.0,0.0,2.0,2.0,2.0,21.85,1
Teatro Luiz Mendonça,12,68.55,5.0,0.0,12.0,0.0,2.0,8.35,0
Teatro Luiz Mendonça,12,85.7,1.0,0.0,59.0,0.0,2.0,21.12,1
Teatro Luiz Mendonça,12,56.59,4.0,0.0,0.0,1.0,2.0,11.48,0
Teatro Luiz Mendonça,12,61.54,4.0,0.0,27.0,1.0,2.0,27.06,1
Teatro Luiz Mendonça,12,60.5,2.0,0.0,11.0,0.0,2.0,16.38,0
Teatro Luiz Mendonça,12,68.23,1.0,0.0,34.0,0.0,2.0,17.0,0
Teatro Luiz Mendonça,12,85.74,6.0,1.0,48.0,0.0,2.0,11.04,0
